X,Y,OBJECTID,DFGCONTROL,OESNUMBER,DATEOFINCI,TIMEOFINCI,INLANDMARI,SPECIFICLO,WATER,WATERWAY,LOCALECITY,LOCALECOUN,LATITUDE,LONGITUDE
-13500060.5403,4733034.8599,1835,08FG0784,08-1369,2008/02/15 00:00:00+00,0930,Inland,Fresh Water,Yes,Dry Creek,Penn Valley,Nevada,39.07928,-121.273094
-13500366.9995,4697639.3793,1836,08FG0342,08-0592,2008/01/18 00:00:00+00,1245,Inland,Fresh Water,Yes,storm drain,Rocklin,Placer,38.832022,-121.275847
-13500686.0289,4568606.7827,1837,08FG1773,08-3575,2008/05/16 00:00:00+00,1100,Inland,Fresh Water,Yes,Storm Drain,Stockton,San Joaquin,37.923369,-121.278713
-13500732.7836,4574029.574,1838,08FG2736,08-6030,2008/08/18 00:00:00+00,1037,Inland,Fresh Water,Yes,Storm Drain,Stockton,San Joaquin,37.961786,-121.279133
-13500986.593,4584181.2342,1839,08FG3123,08-6960,2008/09/25 00:00:00+00,1215,Inland,Fresh Water,Yes,storm drain,Stockton,San Joaquin,38.03365,-121.281413
-13501076.6494,4573071.483,1840,08FG1008,08-1873,2008/03/06 00:00:00+00,1430,Inland,Fresh Water,Yes,storm drain that feeds the Delta,Stockton,San Joaquin,37.955,-121.282222
-13501344.1597,4673621.185,1841,08FG2528,08-5559,2008/07/30 00:00:00+00,1539,Inland,Fresh Water,Yes,"Storm Drain, unknown where it runs to",Citrus Heights,Sacramento,38.66375,-121.284625
-13501774.1754,4550630.0789,1842,09FG0071,09-0158,2008/12/30 00:00:00+00,1200,Inland,Fresh Water,Yes,Storm Drain / San Joaquin River,Lathrop,San Joaquin,37.795872,-121.288488
-13501968.106,4678027.0089,1843,08FG1423,08-2803,2008/04/14 00:00:00+00,1501,Inland,Fresh Water,Yes,No name channel,Citrus Heights,Sacramento,38.694647,-121.29023
-13502154.0005,4581576.6834,1844,08FG1403,08-2744,2008/04/12 00:00:00+00,1115,Inland,Fresh Water,Yes,Storm drain/Pump Station Mosher Slough,Stockton,San Joaquin,38.015219,-121.2919
-13502168.4797,4663399.4448,1845,08FG2271,08-4941,2008/07/06 00:00:00+00,2400,Inland,Fresh Water,Yes,American River,Rancho Cordova,Sacramento,38.592016,-121.29203
-13502307.2871,4578345.0459,1846,08FG3757,08-8515,2008/11/28 00:00:00+00,0822,Inland,Fresh Water,Yes,Calaveras River,Stockton,San Joaquin,37.992344,-121.293277
-13502809.466,4750838.0006,1847,08FG1647,08-3284,2008/05/05 00:00:00+00,2038,Inland,Fresh Water,Yes,Parks Bar/Yuba River,Smartville,Yuba,39.203319,-121.297788
-13502940.0264,4569933.3873,1848,08FG2283,08-4966,2008/07/07 00:00:00+00,0845,Inland,Fresh Water,Yes,Storm Drain that leads to a pump station,Stockton,San Joaquin,37.932769,-121.298961
-13503041.7728,4573021.6464,1849,08FG3509,08-7914,2008/11/01 00:00:00+00,Unkn,Inland,Fresh Water,Yes,Stockton Basin,Stockton,San Joaquin,37.954647,-121.299875
-13503105.1135,4571908.3668,1850,08FG3302,08-7374,2008/10/13 00:00:00+00,0120,Inland,Fresh Water,Yes,storm drain,Stockton,San Joaquin,37.946761,-121.300444
-13503172.5832,4678374.4564,1851,08FG3492,08-7877,2008/11/01 00:00:00+00,1642,Inland,Fresh Water,Yes,Cripple Creek,Citrus heights,Sacramento,38.697083,-121.30105
-13503431.9587,4689293.2783,1852,08FG0347,08-0601,2008/01/21 00:00:00+00,0936,Inland,Fresh Water,Yes,Storm Drain,Roseville,Placer,38.773594,-121.30338
-13503481.708,4579159.6766,1853,08FG2393,08-5241,2008/07/17 00:00:00+00,0100,Inland,Fresh Water,Yes,drain possibly to San Joaquin River,Stockton,San Joaquin,37.998111,-121.303827
-13503697.5565,4578598.4545,1854,08FG0548,08-0905,2008/01/29 00:00:00+00,2020,Inland,Fresh Water,Yes,Storm drain,Stockton,San Joaquin,37.994138,-121.305766
-13503737.1866,4582630.2384,1855,08FG3416,08-7705,2008/10/24 00:00:00+00,0800,Inland,Fresh Water,Yes,Storm Drain / Mosher Slough / San Joaquin River,Stockton,San Joaquin,38.022675,-121.306122
-13503749.5426,4578656.6518,1856,08FG0255,08-0408,2008/01/13 00:00:00+00,1947,Inland,Fresh Water,Yes,Storm drain,Stockton,San Joaquin,37.99455,-121.306233
-13503780.498,4668264.8029,1857,08FG1370,08-2673,2008/04/09 00:00:00+00,0755,Inland,Fresh Water,Yes,Unnamed drainage channel,Fair Oaks,Sacramento,38.626169,-121.306511
-13503894.8139,4570265.0649,1858,08FG3942,08-8917,2008/12/15 00:00:00+00,1030,Inland,Fresh Water,Yes,Storm Drain,Stockton,San Joaquin,37.935119,-121.307538
-13503957.9321,4570912.7844,1859,08FG3328,08-7448,2008/10/15 00:00:00+00,1000,Inland,Fresh Water,Yes,Storm Drain,Stockton,San Joaquin,37.939708,-121.308105
-13504008.9261,4673606.5004,1860,08FG0138,08-0193,2008/01/06 00:00:00+00,0130,Inland,Fresh Water,Yes,Storm Drain,Fair Oaks,Sacramento,38.663647,-121.308563
-13504183.364,4676078.3267,1861,08FG1724,08-3472,2008/05/13 00:00:00+00,0950,Inland,Fresh Water,Yes,Arcade Creek,Citrus Heights,Sacramento,38.680983,-121.31013
-13504236.5652,4574917.8566,1862,08FG1451,08-2862,2008/04/17 00:00:00+00,1215,Inland,Fresh Water,Yes,storm drain/Smith's Canal,Stockton,San Joaquin,37.968077,-121.310608
-13504546.0459,4705770.9404,1863,08FG1859,08-3767,2008/05/26 00:00:00+00,2006,Inland,Fresh Water,Yes,drainage ditch,Lincoln,Placer,38.888902,-121.313388
-13504773.3557,4658434.9009,1864,08FG0604,08-0999,2008/01/04 00:00:00+00,1200,Inland,Fresh Water,Yes,ditch/Morrison Creek,Rancho Cordova,Sacramento,38.55715,-121.31543
-13504980.5222,4668003.9039,1865,08FG3612,08-8167,2008/11/13 00:00:00+00,1026,Inland,Fresh Water,Yes,unnamed creek,Carmichael,Sacramento,38.624338,-121.317291
-13505239.6462,4357209.9633,1866,08FG0818,08-1438,2008/02/19 00:00:00+00,0900,Inland,Fresh Water,Yes,Salinas River,Unincorporated county area,Monterey,36.41018,-121.319619
-13505533.1134,4679639.5449,1867,08FG0627,08-1041,2008/02/03 00:00:00+00,1227,Inland,Fresh Water,Yes,Storm drain to Cripple Creek,Citrus Heights,Sacramento,38.705952,-121.322255
-13505577.2982,4583557.4159,1868,08FG0713,08-1219,2008/02/09 00:00:00+00,2315,Inland,Fresh Water,Yes,Little Deer Creek,Stockton,San Joaquin,38.029236,-121.322652
-13505783.016,4576691.6846,1869,08FG0353,08-0612,2008/01/22 00:00:00+00,0929,Inland,Fresh Water,Yes,Calaveras River,Stockton,San Joaquin,37.980638,-121.3245
-13505961.6839,4577433.5882,1870,08FG3392,08-7652,2008/10/23 00:00:00+00,0810,Inland,Fresh Water,Yes,Calaveras River,Stockton,San Joaquin,37.985891,-121.326105
-13506131.1116,4570599.8582,1871,08FG0139,08-0197,2008/01/05 00:00:00+00,2215,Inland,Fresh Water,Yes, ,Stockton,San Joaquin,37.937491,-121.327627
-13506691.7247,4658056.3865,1872,08FG2741,08-6040,2008/08/18 00:00:00+00,1559,Inland,Fresh Water,Yes,American River,Rancho Cordova,Sacramento,38.554491,-121.332663
-13506782.9991,4577354.3532,1873,08FG3558,08-8054,2008/11/07 00:00:00+00,1700,Inland,Fresh Water,Yes,Calaveras River,Stockton,San Joaquin,37.98533,-121.333483
-13506888.1017,4752943.6297,1874,08FG1794,08-3628,2008/05/06 00:00:00+00,1200,Inland,Fresh Water,Yes,Yuba River,Unincorporated county area,Yuba,39.217975,-121.334427
-13506902.3333,4572594.1642,1875,08FG0962,08-1754,2008/03/02 00:00:00+00,1246,Marine,Marine,Yes,San Joaquin River,Terminous,San Joaquin,37.951619,-121.334555
-13506951.2032,4580404.4179,1876,08FG0267,08-0433,2008/01/14 00:00:00+00,1600,Inland,Fresh Water,Yes,14 Mile Slough,Stockton,San Joaquin,38.006922,-121.334994
-13507045.1656,4673161.4182,1877,08FG0753,08-1296,2008/02/13 00:00:00+00,0922,Inland,Fresh Water,Yes,Arcade Creek,Sacramento,Sacramento,38.660525,-121.335838
-13507070.5372,4574376.6315,1878,08FG0361,08-0630,2008/01/22 00:00:00+00,1000,Inland,Fresh Water,Yes,Storm Drain,Stockton,San Joaquin,37.964244,-121.336066
-13507175.7445,4683996.4505,1879,08FG0593,08-0980,2008/02/01 00:00:00+00,0100,Inland,Fresh Water,Yes,Dry Creek,Unincorporated county area,Placer,38.736488,-121.337011
-13507285.8385,4673055.2115,1880,08FG4047,08-9141,2008/12/25 00:00:00+00,1742,Inland,Fresh Water,Yes,Arcade Creek,Foothill Farms,Sacramento,38.65978,-121.338
-13507307.0909,4571873.3578,1881,08FG1259,08-2432,2008/03/29 00:00:00+00,1710,Marine,Marine,Yes,Port of Stockton,Stockton,San Joaquin,37.946513,-121.338191
-13507477.5212,4573149.8374,1882,08FG1192,08-2278,2008/03/24 00:00:00+00,0952,Marine,Marine,Yes,San Joaquin Delta,Stockton,San Joaquin,37.955555,-121.339722
-13507494.2202,4584544.7441,1883,08FG0367,08-0646,2008/01/23 00:00:00+00,1235,Inland,Fresh Water,Yes,Storm Drain,Stockton,San Joaquin,38.036222,-121.339872
-13507770.6227,4543804.9377,1884,08FG2455,08-5395,2008/07/24 00:00:00+00,0435,Inland,Fresh Water,Yes,irrigation ditch - unknown where it goes,Tracy,San Joaquin,37.747408,-121.342355
-13507929.2641,4662342.4293,1885,08FG0800,08-1397,2008/02/17 00:00:00+00,1600,Inland,Fresh Water,Yes,American River,Sacramento,Sacramento,38.584594,-121.34378
-13507975.3423,4576144.4357,1886,08FG1087,08-2069,2008/03/10 00:00:00+00,1649,Marine,Marine,Yes,Delta,Stockton,San Joaquin,37.976763,-121.344194
-13507988.0418,4672178.0869,1887,08FG0937,08-1699,2008/02/28 00:00:00+00,1708,Inland,Fresh Water,Yes,Arcade Creek,Unincorporated county area,Sacramento,38.653627,-121.344308
-13508005.073,4664068.4308,1888,08FG1704,08-3423,2008/05/11 00:00:00+00,0930,Inland,Fresh Water,Yes,Storm Drain / Drainage Channel,Sacramento,Sacramento,38.596713,-121.344461
-13508108.0435,4663871.8749,1889,08FG2197,08-4789,2008/06/28 00:00:00+00,1040,Inland,Fresh Water,Yes,Unnamed drainage Creek contained in the creek,Sacramento,Sacramento,38.595333,-121.345386
-13508341.4719,4573220.4282,1890,08FG0970,08-1776,2008/03/03 00:00:00+00,0945,Marine,Marine,Yes,Smith Canal & San Joaquin River,Stockton,San Joaquin,37.956055,-121.347483
-13508398.0305,4660809.2254,1891,08FG1615,08-3227,2008/05/03 00:00:00+00,1230,Inland,Fresh Water,Yes,American River,Sacramento,Sacramento,38.573827,-121.347991
-13508574.0304,4699656.5086,1892,09FG0189,09-0547,2008/11/20 00:00:00+00,1200,Inland,Fresh Water,Yes,Unknown,Lincoln,Placer,38.846136,-121.349572
-13508795.4603,4851766.5599,1893,08FG2887,08-6375,2008/08/31 00:00:00+00,1740,Inland,Fresh Water,Yes,Feather River,Unincorporated county area,Plumas,39.902375,-121.351561
-13509507.5516,4657037.0726,1894,08FG0206,08-0306,2008/01/09 00:00:00+00,0800,Inland,Fresh Water,Yes,Storm Drain,Sacramento,Sacramento,38.54733,-121.357958
-13509529.8172,4673699.5959,1895,08FG0528,08-0868,2008/01/28 00:00:00+00,1530,Inland,Fresh Water,Yes,Storm drain,Sacramento,Sacramento,38.6643,-121.358158
-13509592.2681,4681657.1072,1896,08FG0634,08-1052,2008/02/03 00:00:00+00,1829,Inland,Fresh Water,Yes,Drainage Canal,Antelope,Sacramento,38.720094,-121.358719
-13509718.7178,4584328.3603,1897,08FG4018,08-9091,2008/12/22 00:00:00+00,2220,Inland,Fresh Water,Yes,Mosher Slough/San Joaquin River,Stockton,San Joaquin,38.034691,-121.359855
-13509956.4963,4583674.0074,1898,08FG0943,08-1720,2008/02/29 00:00:00+00,1030,Inland,Fresh Water,Yes,storm drain/Mosher Slough,Stockton,San Joaquin,38.030061,-121.361991
-13510129.0489,4661258.1837,1899,08FG0789,08-1374,2008/02/15 00:00:00+00,2207,Inland,Fresh Water,Yes,storm drain,Carmichael,Sacramento,38.57698,-121.363541
-13510183.4854,4673939.9675,1900,08FG2457,08-5399,2008/07/24 00:00:00+00,1100,Inland,Fresh Water,Yes,storm drain,Unincorporated county area,Sacramento,38.665986,-121.36403
-13510260.509,4574875.4945,1901,08FG2200,08-4795,2008/06/28 00:00:00+00,1945,Inland,Fresh Water,Yes,CALABERAS RIVER,Stockton,San Joaquin,37.967777,-121.364722
-13510534.8063,4638696.2359,1902,08FG2780,08-6133,2008/08/22 00:00:00+00,1017,Inland,Fresh Water,Yes,Storm Drain and Laguna Creek,Elk Grove,Sacramento,38.418358,-121.367186
-13510547.7138,4579663.149,1903,08FG2495,08-5470,2008/07/27 00:00:00+00,0830,Marine,Marine,Yes,San Joaquin River,Stockton,San Joaquin,38.001675,-121.367302
-13510547.7138,4579663.149,1904,08FG3365,08-7554,2008/10/20 00:00:00+00,1030,Marine,Marine,Yes,Deep Water Channel /  San Joaquin River,Stockton,San Joaquin,38.001675,-121.367302
-13510547.7138,4579663.149,1905,08FG3375,08-7584,2008/10/21 00:00:00+00,1000,Inland,Fresh Water,Yes,14 Mile Slough,Stockton,San Joaquin,38.001675,-121.367302
-13510547.7138,4579663.149,1906,08FG2281,08-4962,2008/07/07 00:00:00+00,0930,Marine,Marine,Yes,Delta - 14 mile Slough,Stockton,San Joaquin,38.001675,-121.367302
-13510548.9383,4579652.1299,1907,08FG2720,08-6003,2008/08/17 00:00:00+00,0751,Marine,Marine,Yes,14 Mile Slough,Unincorporated county area,San Joaquin,38.001597,-121.367313
-13510580.8868,4577835.4214,1908,08FG0621,08-1034,2008/02/02 00:00:00+00,1615,Inland,Fresh Water,Yes,Storm drain,Stockton,San Joaquin,37.988736,-121.3676
-13510761.1134,4579424.5472,1909,08FG2603,08-5739,2008/08/07 00:00:00+00,1731,Marine,Marine,Yes,14 Mile Slough,Stockton,San Joaquin,37.999986,-121.369219
-13510779.9331,4652550.9363,1910,08FG0974,08-1783,2008/03/03 00:00:00+00,1225,Inland,Fresh Water,Yes,Unknown creek,Sacramento,Sacramento,38.515805,-121.369388
-13510809.9678,4413084.0509,1911,08FG4101,08-9265,2008/12/30 00:00:00+00,2000,Inland,Fresh Water,Yes,Storm Drain,Hollister,San Benito,36.813072,-121.369658
-13510859.4086,4580791.3903,1912,08FG1665,08-3330,2008/05/07 00:00:00+00,1340,Marine,Marine,Yes,Deep water channel,Stockton,San Joaquin,38.009661,-121.370102
-13511415.7907,4657846.4228,1913,08FG3453,08-7778,2008/10/28 00:00:00+00,1245,Inland,Fresh Water,Yes,Storm Drain,Sacramento,Sacramento,38.553016,-121.3751
-13512109.6442,4646820.079,1914,08FG0914,08-1608,2008/02/26 00:00:00+00,1110,Inland,Fresh Water,Yes,Storm Drain,Sacramento,Sacramento,38.475513,-121.381333
-13512243.2306,4677969.529,1915,08FG0193,08-0284,2008/01/04 00:00:00+00,1330,Inland,Fresh Water,Yes,Storm drain-Rio Linda Creek,North Highlands,Sacramento,38.694244,-121.382533
-13512331.3732,4432192.2289,1916,08FG3740,08-8484,2008/11/26 00:00:00+00,1630,Inland,Fresh Water,Yes,drainage ditch,Unincorporated county area,San Benito,36.950372,-121.383325
-13512640.5296,4675210.9227,1917,08FG1857,08-3762,2008/05/26 00:00:00+00,1454,Inland,Fresh Water,Yes,Unknown Creek,North Highlands,Sacramento,38.6749,-121.386102
-13512797.5939,4595631.4497,1918,08FG0362,08-0634,2008/01/23 00:00:00+00,0001,Inland,Fresh Water,Yes,Storm drain,Lodi,San Joaquin,38.114622,-121.387513
-13512822.4262,4679483.9136,1919,08FG2327,08-5088,2008/07/11 00:00:00+00,1210,Inland,Fresh Water,Yes,possibly to a Storm drain which is a tributary pos,Antelope,Sacramento,38.704861,-121.387736
-13513085.5849,4673201.3345,1920,08FG0853,08-1509,2008/02/22 00:00:00+00,1240,Inland,Fresh Water,Yes,Magpie Creek,North Highlands,Sacramento,38.660805,-121.3901
-13513295.7561,4673883.2242,1921,08FG3698,08-8408,2008/11/24 00:00:00+00,1148,Inland,Fresh Water,Yes,Canal on McClellan Park,North Highlands,Sacramento,38.665588,-121.391988
-13513541.6535,4596253.1663,1922,08FG1582,08-3162,2008/05/01 00:00:00+00,0015,Inland,Fresh Water,Yes,"Storm Drain, unknown where it runs to",Lodi,San Joaquin,38.119016,-121.394197
-13513696.2838,4674950.7018,1923,08FG2236,08-4869,2008/06/26 00:00:00+00,1700,Inland,Fresh Water,Yes,storm drain,North Highlands,Sacramento,38.673075,-121.395586
-13513971.4628,4645467.0561,1924,08FG3310,08-7399,2008/10/13 00:00:00+00,1626,Inland,Fresh Water,Yes,Storm Drain,Sacramento,Sacramento,38.465997,-121.398058
-13514227.5001,4670472.5206,1925,08FG2497,08-5472,2008/07/27 00:00:00+00,1221,Inland,Fresh Water,Yes,Storm Drain,North Highlands,Sacramento,38.641661,-121.400358
-13514534.1847,4664504.1424,1926,08FG1850,08-3746,2008/05/25 00:00:00+00,1139,Inland,Fresh Water,Yes,Storm drain,Unincorporated county area,Sacramento,38.599772,-121.403113
-13515088.3251,4578016.6396,1927,08FG0851,08-1505,2008/02/22 00:00:00+00,0756,Marine,Marine,Yes,San Joaquin River,Stockton,San Joaquin,37.990019,-121.408091
-13515191.3027,4652673.4337,1928,08FG1716,08-3452,2008/05/12 00:00:00+00,1700,Inland,Fresh Water,Yes,Strom Drain,Sacramento,Sacramento,38.516666,-121.409016
-13515235.4966,4652925.9742,1929,08FG1101,08-2099,2008/03/16 00:00:00+00,2259,Inland,Land,Yes,storm drain,Sacramento,Sacramento,38.518441,-121.409413
-13515276.3513,4658809.7267,1930,08FG1871,08-3802,2008/05/28 00:00:00+00,1037,Inland,Fresh Water,Yes,American River,Sacramento,Sacramento,38.559783,-121.40978
-13515276.3513,4657428.9286,1931,08FG1260,08-2433,2008/03/29 00:00:00+00,1720,Inland,Fresh Water,Yes,Storm Drain,SACRAMENTO,Sacramento,38.550083,-121.40978
-13515310.6369,4649752.5254,1932,08FG0928,08-1681,2008/02/28 00:00:00+00,1013,Inland,Fresh Water,Yes,Storm Drain,Sacramento,Sacramento,38.496133,-121.410088
-13515548.201,4735231.1589,1933,08FG0571,08-0949,2008/01/31 00:00:00+00,1015,Inland,Fresh Water,Yes,Yuba River,Marysville,Yuba,39.094594,-121.412222
-13515848.7546,4642094.0917,1934,08FG2429,08-5330,2008/07/21 00:00:00+00,1255,Inland,Fresh Water,Yes,Storm drain to a concrete channel.,Elk Grove,Sacramento,38.442269,-121.414922
-13516013.508,4646219.3293,1935,08FG3610,08-8156,2008/11/13 00:00:00+00,0700,Inland,Fresh Water,Yes,Union House Creek,Sacramento,Sacramento,38.471288,-121.416402
-13516416.8191,4652589.6341,1936,08FG1784,08-3600,2008/05/18 00:00:00+00,1921,Inland,Fresh Water,Yes,Storm Drain/Unknown Waterway,Sacramento,Sacramento,38.516077,-121.420025
-13516536.7098,4648702.4651,1937,08FG0473,08-0783,2008/01/26 00:00:00+00,1209,Inland,Fresh Water,Yes,Florin Creek,Unincorporated county area,Sacramento,38.48875,-121.421102
-13517087.7319,4546295.1217,1938,08FG3165,08-7043,2008/09/26 00:00:00+00,1000,Inland,Fresh Water,Yes,Old River,Tracy,San Joaquin,37.765094,-121.426052
-13517301.1418,4657651.5517,1939,08FG1166,08-2200,2008/03/20 00:00:00+00,0825,Inland,Fresh Water,Yes,storm drain to  treatment plant,Sacramento,Sacramento,38.551647,-121.427969
-13517925.1997,4666003.852,1940,08FG2256,08-4910,2008/07/03 00:00:00+00,1435,Inland,Fresh Water,Yes,storm drain,Sacramento,Sacramento,38.6103,-121.433575
-13518235.3343,4650387.9044,1941,08FG1962,08-4024,2008/06/05 00:00:00+00,1230,Inland,Fresh Water,Yes,storm drain,Sacramento,Sacramento,38.5006,-121.436361
-13518285.073,4415764.0825,1942,08FG0485,08-0804,2008/01/27 00:00:00+00,1415,Inland,Fresh Water,Yes,San Justo,Hollister,San Benito,36.832344,-121.436808
-13518511.4066,4648158.0631,1943,08FG0824,08-1450,2008/02/20 00:00:00+00,1110,Inland,Fresh Water,Yes,Florin Creek,Unincorporated county area,Sacramento,38.484922,-121.438841
-13519792.807,4664318.5453,1944,08FG0401,08-0705,2008/01/25 00:00:00+00,1130,Inland,Fresh Water,Yes,American River,Sacramento,Sacramento,38.598469,-121.450352
-13520001.3218,4798952.7255,1945,08FG0643,08-1065,2008/02/04 00:00:00+00,1107,Inland,Fresh Water,Yes,Lake Oroville,Oroville,Butte,39.537452,-121.452225
-13520051.6234,4649909.6948,1946,08FG4085,08-9223,2008/12/29 00:00:00+00,1402,Inland,Fresh Water,Yes,storm drain,Sacramento,Sacramento,38.497238,-121.452677
-13520089.017,4545125.2827,1947,08FG3747,08-8495,2008/11/27 00:00:00+00,1053,Inland,Fresh Water,Yes,storm drain,Tracy,San Joaquin,37.756786,-121.453013
-13520592.5191,4587805.0373,1948,08FG1156,08-1640,2008/02/27 00:00:00+00,0720,Marine,Marine,Yes,White Slough,Unincorporated county area,San Joaquin,38.059286,-121.457536
-13520765.0643,4587761.068,1949,08FG2254,08-4902,2008/07/03 00:00:00+00,1000,Marine,Marine,Yes,San Joaquin River,Stockton,San Joaquin,38.058975,-121.459086
-13520884.9759,4797893.1506,1950,08FG1841,08-3735,2008/05/24 00:00:00+00,1445,Inland,Fresh Water,Yes,Lake Oroville,Oroville,Butte,39.530111,-121.460163
-13520884.9759,4797893.1506,1951,08FG0705,08-1204,2008/02/08 00:00:00+00,1530,Inland,Fresh Water,Yes,Lake Oroville,Oroville,Butte,39.530111,-121.460163
-13520972.5713,4666953.9623,1952,08FG1552,08-3092,2008/04/28 00:00:00+00,0647,Inland,Fresh Water,Yes,Storm drain,Sacramento,Sacramento,38.616969,-121.46095
-13521076.7656,4658819.976,1953,08FG0484,08-0802,2008/01/27 00:00:00+00,1300,Inland,Fresh Water,Yes,storm drain,Sacramento,Sacramento,38.559855,-121.461886
-13521281.7032,4642343.9551,1954,08FG2617,08-5767,2008/08/08 00:00:00+00,0044,Inland,Fresh Water,Yes,Sacramento River,Sacramento,Sacramento,38.444027,-121.463727
-13521867.3377,4450973.5962,1955,08FG2517,08-5530,2008/07/29 00:00:00+00,0000,Inland,Fresh Water,Yes,Garza or Mustang Creek,Unincorporated county area,Santa Clara,37.085083,-121.468988
-13522138.0275,5153379.3731,1956,08FG2028,08-4164,2008/06/11 00:00:00+00,0600,Inland,Fresh Water,Yes,Tule Lake,Tulelake,Siskiyou,41.949238,-121.471419
-13522252.9677,4660583.3996,1957,08FG3154,08-7021,2008/09/27 00:00:00+00,1831,Inland,Fresh Water,Yes, ,Sacramento,Sacramento,38.572241,-121.472452
-13522796.3193,4670902.0914,1958,08FG3437,08-7740,2008/10/27 00:00:00+00,0845,Inland,Fresh Water,Yes,Storm Drain,Sacramento,Sacramento,38.644675,-121.477333
-13522812.127,4673840.1672,1959,08FG0286,08-0468,2008/01/14 00:00:00+00,1300,Inland,Fresh Water,Yes,Steelhead Creek,Sacramento,Sacramento,38.665286,-121.477475
-13523262.291,4546643.648,1960,08FG0706,08-1205,2008/02/09 00:00:00+00,1000,Inland,Fresh Water,Yes,Irrigation ditch that leads to the Old River,Tracy,San Joaquin,37.767569,-121.481519
-13523523.906,4696477.9295,1961,08FG0147,08-0209,2008/01/06 00:00:00+00,1659,Inland,Fresh Water,Yes,Storm drain,Unincorporated county area,Sutter,38.823894,-121.483869
-13523596.9814,5156168.8402,1962,08FG1491,08-2957,2008/04/21 00:00:00+00,1500,Inland,Fresh Water,Yes,Drain ditch that leads to Tule Lake,Tulelake,Siskiyou,41.967872,-121.484525
-13524013.3681,4594109.0093,1963,08FG2724,08-6008,2008/08/17 00:00:00+00,1605,Marine,Marine,Yes,Little Potato River,Lodi,San Joaquin,38.103861,-121.488266
-13524032.8298,4375275.6921,1964,08FG2262,08-4924,2008/07/04 00:00:00+00,1900,Inland,Fresh Water,Yes,storm drain,Unincorporated county area,Monterey,36.540677,-121.488441
-13524157.1989,4657220.543,1965,08FG1549,08-3086,2008/04/27 00:00:00+00,0900,Inland,Fresh Water,Yes,storm drain to waste water treatment,Sacramento,Sacramento,38.548619,-121.489558
-13524740.9524,4594002.0608,1966,08FG1085,08-2063,2008/03/14 00:00:00+00,0801,Inland,Fresh Water,Yes,Little Potato Slough,Terminous,San Joaquin,38.103105,-121.494802
-13524785.2599,4618521.6838,1967,08FG1469,08-2920,2008/04/20 00:00:00+00,0900,Inland,Fresh Water,Yes,Snodgrass Slough,Unincorporated county area,Sacramento,38.276225,-121.4952
-13525024.2607,4595488.4053,1968,09FG1824,09-4565,2008/06/24 00:00:00+00,1200,Inland,Fresh Water,Yes,Delta,Lodi,San Joaquin,38.113611,-121.497347
-13525110.5392,4657700.9444,1969,08FG2405,08-5284,2008/07/19 00:00:00+00,0630,Inland,Fresh Water,Yes,Storm Drain possibly leading to the waste water sy,Sacramento,Sacramento,38.551994,-121.498122
-13525139.9217,4595359.0879,1970,08FG2782,08-6140,2008/08/20 00:00:00+00,Unkn,Marine,Marine,Yes,Delta,Lodi,San Joaquin,38.112697,-121.498386
-13525322.3789,4643814.4085,1971,08FG3300,08-7372,2008/10/12 00:00:00+00,1846,Inland,Fresh Water,Yes,Sacramento River,Freeport,Sacramento,38.454372,-121.500025
-13525474.1031,4597650.1122,1972,08FG2713,08-5989,2008/08/16 00:00:00+00,1800,Marine,Marine,Yes,South Fork of the Mokelumne River,Terminous,San Joaquin,38.128888,-121.501388
-13525479.6741,4651712.6972,1973,08FG0049,08-0051,2008/01/04 00:00:00+00,0806,Inland,Fresh Water,Yes,Wet seasonal creek,Sacramento,Sacramento,38.509913,-121.501438
-13525570.6235,4665616.3671,1974,08FG1199,08-2294,2008/03/24 00:00:00+00,1336,Inland,Fresh Water,Yes,Steelhead Creek,Sacramento,Sacramento,38.60758,-121.502255
-13525632.7395,4662242.3145,1975,08FG3259,08-7249,2008/10/07 00:00:00+00,0915,Inland,Fresh Water,Yes,Storm Drain,Sacramento,Sacramento,38.583891,-121.502813
-13525708.2273,4795057.7759,1976,08FG3664,08-8299,2008/11/18 00:00:00+00,1630,Inland,Fresh Water,Yes,Lake Oroville,Oroville,Butte,39.510463,-121.503491
-13525995.8625,4649741.0035,1977,08FG0237,08-0373,2008/01/04 00:00:00+00,1445,Inland,Fresh Water,Yes,drainage ditch,Sacramento,Sacramento,38.496052,-121.506075
-13526072.7855,4662076.5532,1978,08FG1522,08-3035,2008/04/25 00:00:00+00,0915,Inland,Fresh Water,Yes,Sacramento River,Sacramento,Sacramento,38.582727,-121.506766
-13526213.8272,4661079.7641,1979,08FG2750,08-6064,2008/08/19 00:00:00+00,1743,Inland,Fresh Water,Yes,Storm drain,Sacramento,Sacramento,38.575727,-121.508033
-13526455.0521,4613876.7227,1980,08FG3087,08-6868,2008/09/21 00:00:00+00,1200,Inland,Fresh Water,Yes,Chicken Ranch Slough/Storm drain,Unincorporated county area,Sacramento,38.243461,-121.5102
-13526533.2039,4671837.9754,1981,08FG3262,08-7253,2008/10/06 00:00:00+00,1200,Inland,Fresh Water,Yes,UNK,Sacramento,Sacramento,38.651241,-121.510902
-13526618.2465,4614055.4561,1982,08FG2112,08-4354,2008/05/31 00:00:00+00,0000,Marine,Marine,Yes,Sacramento River,Walnut Grove,Sacramento,38.244722,-121.511666
